UFI;UNI;LAT;LONG;DMS_LAT;DMS_LONG;DSG;ADM1;ADM2;NT;SORT_NAME;FULL_NAME
9045436;9045436;-347.641.667;-562.138.889;-344551;-561250;PPL;10;;N;ABAYUBA;Abayuba
-905371;-1337516; -31.75;-550.166.667;-314500;-550100;PPL;13;;N;ABROJAL;Abrojal
-905376;-1337526;-318.666.667; -54.2;-315200;-541200;PPL;3;;N;ACEGUA;Aceguá
-905380;-1337534;-324.166.667;-561.666.667;-322500;-561000;PPL;18;;N;ACHAR;Achar
-905383;-1337540;-335.333.333;-544.333.333;-333200;-542600;PPL;8;;N;ACHIRAS;Achiras
-905387;-1337545;-332.333.333; -53.85;-331400;-535100;PPL;19;;N;ACOSTA;Acosta
-905389;-1337547; -33.8; -58.25;-334800;-581500;PPL;17;;N;AGRACIADA;Agraciada
-905392;-1337553; -34.9;-561.833.333;-345400;-561100;PPLX ;10;;N;AGUADA;Aguada
-905399;-1337567; -32.8; -55.8;-324800;-554800;PPL;5;;N;AGUASBUENAS;Aguas Buenas
-905400;-1337570;-345.219.444;-563.936.111;-343119;-562337;PPL;2;;N;AGUASCORRIENTES;Aguas Corrientes
-905405;-1337577;-326.666.667;-536.166.667;-324000;-533700;PPL;3;;N;AGUILA;Águila
-905406;-1337578; -33.6;-579.833.333;-333600;-575900;PPL;17;;N;AGUILA;Águila
-905414;-1337591;-323.666.667;-547.666.667;-322200;-544600;PPL;3;;N;AGUIRRE;Aguirre
-905417;-1337597; -33.75;-564.666.667;-334500;-562800;PPL;6;;N;AHOGADOS;Ahogados
-905419;-1337600; -34.2; -54.75;-341200;-544500;PPL;9;;N;AIGUA;Aiguá
-905432;-1337622;-313.333.333; -57.8;-312000;-574800;PPL;15;;N;ALBISU;Albisu
-905436;-1337630; -33.55; -56.9;-333300;-565400;PPL;6;;N;ALDECOA;Aldecoa
-909745;-1337635;-337.666.667; -58.35;-334600;-582100;PPL;17;;V;ALEJANDRINA;Alejandrina
-905439;-1337636;-338.166.667; -55.55;-334900;-553300;PPL;7;;N;ALEJANDROGALLINAL;Alejandro Gallinal
-905448;-1337651;-324.166.667;-573.833.333;-322500;-572300;PPL;12;;N;ALGORTA;Algorta
-905450;-1337654; -30.3;-569.666.667;-301800;-565800;PPL;1;;N;ALLENDE;Allende
-908393;-1337679; -32.75;-534.833.333;-324500;-532900;PPL;3;;V;AMARO;Amaro
-905467;-1337684;-332.166.667;-543.833.333;-331300;-542300;PPL;19;;N;ANASTASIA;Anastasia
-905469;-1337687;-331.333.333; -57.15;-330800;-570900;PPL;6;;N;ANDRESITO;Andresito
-905481;-1337702; -31.9;-554.666.667;-315400;-552800;PPL;11;;N;ANSINA;Ansina
-909454;-1337724;-309.666.667;-575.333.333;-305800;-573200;PPL;15;;V;ARAPEY;Arapey
-905494;-1337738; -32.1;-578.166.667;-320600;-574900;PPL;11;;N;ARAUJO;Araújo
-905500;-1337752;-322.333.333; -56.5;-321400;-563000;PPL;11;;N;ARBOLITO;Arbolito
-905501;-1337753; -32.65; -54.25;-323900;-541500;PPL;3;;N;ARBOLITO;Arbolito
-905525;-1337803; -34.45;-557.833.333;-342700;-554700;PPL;2;;N;ARENAL;Arenal
-905529;-1337802;-337.166.667;-582.666.667;-334300;-581600;PPL;17;;V;ARENAL;Arenal
-905529;-1337817;-337.166.667;-582.666.667;-334300;-581600;PPL;17;;N;ARENALES;Arenales
-905534;-1337828; -31.35;-579.833.333;-312100;-575900;PPL;11;;N;ARENITASBLANCAS;Arenitas Blancas
-905540;-1337835;-326.333.333;-551.166.667;-323800;-550700;PPL;3;;N;AREVALO;Arévalo
-905557;-1337870;-320.333.333;-545.666.667;-320200;-543400;PPL;18;;N;ARRIERA;Arriera
-905406;-1337875; -33.6;-579.833.333;-333600;-575900;PPL;17;;V;ARROYOAGUILA;Arroyo Aguila
-905559;-1337876;-316.833.333;-547.666.667;-314100;-544600;PPL;13;;N;ARROYOBLANCO;Arroyo Blanco
-905561;-1337878;-341.333.333; -56.4;-340800;-562400;PPL;7;;N;ARROYODELAVIRGEN;Arroyo de la Virgen
-905562;-1337879;-339.666.667; -57.1;-335800;-570600;PPL;6;;N;ARROYOGRANDE;Arroyo Grande
-905564;-1337882;-333.333.333;-569.333.333;-332000;-565600;PPL;6;;N;ARROYOMALO;Arroyo Malo
-907525;-1337883;-330.833.333;-561.833.333;-330500;-561100;PPL;5;;V;ARROYOMARIACEJAS;Arroyo María Cejas
-905565;-1337884;-348.833.333; -56.2;-345300;-561200;PPLX ;10;;N;ARROYOSECO;Arroyo Seco
-905567;-1337886;-330.166.667; -53.7;-330100;-534200;PPL;19;;N;ARROZALTREINTAYTRES;Arrozal Treinta y Tres
-905568;-1337887;-331.833.333; -53.9;-331100;-535400;PPL;14;;N;ARROZALVICTORIA;Arrozal Victoria
-905570;-1337891; -30.4;-564.666.667;-302400;-562800;PPL;1;;N;ARTIGAS;Artigas
-908550;-1337892;-325.666.667;-534.166.667;-323400;-532500;PPL;3;;V;ARTIGAS;Artigas
-905575;-1337899;-343.666.667;-575.666.667;-342200;-573400;PPL;4;;N;ARTILLEROS;Artilleros
-905591;-1337935;-347.666.667; -55.75;-344600;-554500;PPL;2;;N;ATLANTIDA;Atlántida
-905597;-1337949; -33.6;-543.166.667;-333600;-541900;PPL;14;;N;AVERIAS;Averías
-905697;-1338016;-348.333.333;-561.166.667;-345000;-560700;PPL;10;;V;BALNEARIOBELLAITALIA;Balneario Bella Italia
-906171;-1338017; -34.85;-560.833.333;-345100;-560500;PPL;10;;V;BALNEARIOCHACARITA;Balneario Chacarita
-906735;-1338018; -34.85;-561.166.667;-345100;-560700;PPLX ;10;;V;BALNEARIOFLORDEMARONAS;Balneario Flor de Maroñas
-907200;-1338019;-348.333.333;-562.166.667;-345000;-561300;PPLX ;10;;V;BALNEARIOFLORESTA;Balneario Floresta
-907864;-1338022; -34.85;-562.333.333;-345100;-561400;PPL;10;;V;BALNEARIONUEVOPARIS;Balneario Nuevo Paris
-908218;-1338023;-348.286.111;-561.394.444;-344943;-560822;PPLX ;10;;V;BALNEARIOPIEDRASBLANCAS;Balneario Piedras Blancas
-905628;-1338025; -34.8;-553.666.667;-344800;-552200;PPL;9;;N;BALNEARIOSOLIS;Balneario Solís
-905631;-1338031;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;N;BALTASARBRUM;Baltasar Brum
-905635;-1338040;-323.833.333; -54.35;-322300;-542100;PPL;3;;N;BANADODEMEDINA;Bañado de Medina
-905639;-1338046;-315.333.333;-558.333.333;-313200;-555000;PPL;18;;N;BANADODEROCHA;Bañado de Rocha
-905640;-1338047; -31.6; -55.85;-313600;-555100;PPL;18;;N;BANADODEROCHA;Bañado de Rocha
-905648;-1338066;-342.666.667; -57.45;-341600;-572700;PPL;4;;N;BARKER;Barker
9045465;9045465;-348.772.222;-560.297.222;-345238;-560147;PPL;2;;N;BARRADECARRASCO;Barra de Carrasco
-905656;-1338078;-348.666.667;-548.666.667;-345200;-545200;PPL;9;;N;BARRADEMALDONADO;Barra de Maldonado
-905658;-1338083; -33.65; -53.8;-333900;-534800;PPL;14;;N;BARRANCAS;Barrancas
-905666;-1338098; -31.6; -56.75;-313600;-564500;PPL;15;;N;BARRATAPADO;Barra Tapado
-905701;-1338102;-348.833.333; -56.2;-345300;-561200;PPL;10;;V;BARRIODEBELLAVISTA;Barrio de Bella Vista
-905954;-1338103;-348.833.333;-562.166.667;-345300;-561300;PPLX ;10;;V;BARRIODECAPURRO;Barrio de Capurro
-907102;-1338115;-334.666.667;-551.166.667;-332800;-550700;PPL;8;;V;BATLLEYORDONEZ;Batlle y Ordoñez
-908277;-1338116;-319.166.667;-559.333.333;-315500;-555600;PPL;18;;V;BATOVI;Batoví
-905679;-1338134;-328.833.333; -56.8;-325300;-564800;PPL;5;;N;BAYGORRIA;Baygorria
-905684;-1338142;-323.333.333; -57.05;-322000;-570300;PPL;12;;N;BEISSO;Beisso
-905685;-1338143;-307.833.333;-577.833.333;-304700;-574700;PPL;15;;N;BELEN;Belén
-907305;-1338151;-315.166.667;-575.333.333;-313100;-573200;PPL;15;;V;BELLAAURORA;Bella Aurora
-905692;-1338159;-327.666.667;-578.833.333;-324600;-575300;PPL;12;;N;BELLACO;Bellaco
-905697;-1338165;-348.333.333;-561.166.667;-345000;-560700;PPL;10;;N;BELLAITALIA;Bella Italia
-905698;-1338166; -30.25;-575.833.333;-301500;-573500;PPL;1;;N;BELLAUNION;Bella Unión
-905700;-1338168;-343.166.667; -57.0;-341900;-570000;PPL;16;;N;BELLAVISTA;Bella Vista
-905701;-1338169;-348.833.333; -56.2;-345300;-561200;PPL;10;;N;BELLAVISTA;Bella Vista
-905707;-1338178; -34.85;-562.166.667;-345100;-561300;PPLX ;10;;N;BELVEDER;Belveder
-905715;-1338193; -30.25; -56.95;-301500;-565700;PPL;1;;N;BERNABERIVERA;Bernabé Rivera
-908278;-1338200;-314.333.333;-552.333.333;-312600;-551400;PPL;13;;V;BERRUTI;Berruti
-905719;-1338202; -31.25;-571.666.667;-311500;-571000;PPL;15;;N;BIASSINI;Biassini
-905721;-1338206;-343.166.667; -56.8;-341900;-564800;PPL;16;;N;BIFURCACION;Bifurcación
-905741;-1338240;-327.666.667;-556.333.333;-324600;-553800;PPL;5;;N;BLANQUILLO;Blanquillo
-905755;-1338239; -32.35;-558.333.333;-322100;-555000;PPL;18;;V;BLANQUILLO;Blanquillo
-905755;-1338277; -32.35;-558.333.333;-322100;-555000;PPL;18;;N;BLANQUILLOS;Blanquillos
-905757;-1338282; -34.4;-573.333.333;-342400;-572000;PPL;4;;N;BOCADELROSARIO;Boca del Rosario
-905765;-1338297;-342.333.333;-557.333.333;-341400;-554400;PPL;8;;N;BOLIVAR;Bolívar
-905769;-1338306;-340.333.333;-578.333.333;-340200;-575000;PPL;4;;N;BONE;Boné
-905481;-1338320; -31.9;-554.666.667;-315400;-552800;PPL;11;;V;BORRACHO;Borracho
-905790;-1338351;-306.833.333;-570.333.333;-304100;-570200;PPL;1;;N;BRIGADIERGENERALDIEGOLAMAS;Brigadier General Diego Lamas
-905796;-1338364; -34.9;-561.333.333;-345400;-560800;PPL;10;;N;BUCEO;Buceo
-905800;-1338371;-340.333.333;-581.333.333;-340200;-580800;PPL;4;;N;BUENAHORA;Buenahora
-905801;-1338373;-312.333.333;-556.333.333;-311400;-553800;PPL;13;;N;BUENAUNION;Buena Unión
-905802;-1338375; -32.15; -54.2;-320900;-541200;PPL;3;;N;BUENAVISTA;Buena Vista
-908404;-1338406;-318.833.333;-573.333.333;-315300;-572000;PPL;11;;V;BURICAYUPI;Buricayupí
-905631;-1338430;-307.333.333;-573.166.667;-304400;-571900;PPL;1;;V;CABELLOS;Cabellos
-905834;-1338435; -34.4;-537.833.333;-342400;-534700;PPL;14;;N;CABOPOLONIO;Cabo Polonio
-907180;-1338462; -31.45;-554.166.667;-312700;-552500;PPL;13;;V;CALERA;Calera
-905858;-1338488;-305.666.667;-568.833.333;-303400;-565300;PPL;1;;N;CAMANO;Camaño
-905860;-1338491;-311.166.667;-564.666.667;-310700;-562800;PPL;15;;N;CAMBARA;Cambará
-905867;-1338501;-338.666.667;-576.166.667;-335200;-573700;PPL;17;;N;CAME;Came
-905868;-1338502; -30.75; -56.75;-304500;-564500;PPL;1;;N;CAMPAMENTO;Campamento
-905872;-1338511;-339.833.333; -57.9;-335900;-575400;PPL;4;;N;CAMPANA;Campana
-905881;-1338529;-315.833.333;-576.166.667;-313500;-573700;PPL;15;;N;CAMPODETODOS;Campo de Todos
-905883;-1338534; -33.25; -53.9;-331500;-535400;PPL;19;;N;CANADACHICA;Cañada Chica
-905884;-1338535;-318.333.333; -57.25;-315000;-571500;PPL;11;;N;CANADADELPUEBLO;Cañada del Pueblo
-905885;-1338536; -32.0;-571.666.667;-320000;-571000;PPL;11;;N;CANADADELPUEBLO;Cañada del Pueblo
-905886;-1338537;-337.166.667;-580.833.333;-334300;-580500;PPL;17;;N;CANADANIETO;Cañada Nieto
-907237;-1338538;-335.833.333;-580.833.333;-333500;-580500;PPL;17;;V;CANADAPARAGUAYA;Cañada Paraguaya
-905887;-1338539;-324.666.667;-543.166.667;-322800;-541900;PPL;3;;N;CANADASAUCE;Cañada Sauce
-905893;-1338548; -31.3;-560.166.667;-311800;-560100;PPL;18;;N;CANAS;Cañas
-905926;-1338549; -32.35;-538.333.333;-322100;-535000;PPL;3;;V;CANAS;Cañas
-907265;-1338550;-329.333.333;-555.166.667;-325600;-553100;PPL;5;;V;CANAS;Cañas
-905912;-1338579;-340.666.667; -56.3;-340400;-561800;PPL;7;;N;CANDIL;Candil
-905917;-1338590;-345.227.778;-562.777.778;-343122;-561640;PPL;2;;N;CANELONES;Canelones
-905922;-1338600;-345.166.667; -55.25;-343100;-551500;PPL;8;;N;CANEPA;Canepa
-905926;-1338609; -32.35;-538.333.333;-322100;-535000;PPL;3;;N;CANITAS;Cañitas
-907686;-1338628; -34.35;-574.333.333;-342100;-572600;PPL;4;;V;CANTERADELMINUANO;Cantera del Minuano
-905939;-1338636;-328.833.333;-554.166.667;-325300;-552500;PPL;5;;N;CAPILLADEFARRUCO;Capilla de Farruco
-905941;-1338639;-334.166.667;-556.333.333;-332500;-553800;PPL;7;;N;CAPILLADELSAUCE;Capilla del Sauce
-905939;-1338642;-328.833.333;-554.166.667;-325300;-552500;PPL;5;;V;CAPILLAFARRUCO;Capilla Farruco
9045453;9045453;-347.625;-560.205.556;-344545;-560114;PPL;2;;N;CAPJUANAARTIGAS;Cap. Juan A. Artigas
-905953;-1338662;-344.166.667;-564.666.667;-342500;-562800;PPL;16;;N;CAPURRO;Capurro
-905954;-1338663;-348.833.333;-562.166.667;-345300;-561300;PPLX ;10;;N;CAPURRO;Capurro
-905958;-1338669;-329.333.333; -57.65;-325600;-573900;PPL;12;;N;CARABALLO;Caraballo
-905965;-1338687;-317.833.333; -54.75;-314700;-544500;PPL;13;;N;CARAGUATA;Caraguatá
-906499;-1338688;-322.333.333;-549.833.333;-321400;-545900;PPL;18;;V;CARAGUATA;Caraguatá
-905974;-1338711;-342.905.556;-563.888.889;-341726;-562320;PPL;7;;N;CARDAL;Cardal
-905978;-1338719;-338.833.333;-573.833.333;-335300;-572300;PPL;17;;N;CARDONA;Cardona
-905980;-1338722;-326.333.333; -56.35;-323800;-562100;PPL;18;;N;CARDOSO;Cardoso
-905980;-1338726;-326.333.333; -56.35;-323800;-562100;PPL;18;;V;CARDOZO;Cardozo
-905986;-1338732;-324.166.667;-563.333.333;-322500;-562000;PPL;18;;N;CARDOZOCHICO;Cardozo Chico
-905988;-1338736;-330.166.667;-564.833.333;-330100;-562900;PPL;5;;N;CARLOSREYLES;Carlos Reyles
-907702;-1338737; -33.05;-564.833.333;-330300;-562900;PPL;5;;V;CARLOSREYLES;Carlos Reyles
-905989;-1338738;-339.891.667;-582.855.556;-335921;-581708;PPL;4;;N;CARMELO;Carmelo
-909746;-1338742; -33.25;-560.166.667;-331500;-560100;PPL;5;;V;CARMEN;Carmen
-909746;-1338752; -33.25;-560.166.667;-331500;-560100;PPL;5;;V;CARMENDELDURAZNO;Carmen del Durazno
-906004;-1338778;-328.333.333;-561.833.333;-325000;-561100;PPL;5;;N;CARPINTERIA;Carpintería
-907268;-1338777;-318.166.667;-552.166.667;-314900;-551300;PPL;18;;V;CARPINTERIA;Carpintería
-908325;-1338803;-312.333.333;-571.166.667;-311400;-570700;PPL;15;;V;CARQUEJA;Carqueja
9045473;9045473;-348.852.778;-560.605.556;-345307;-560338;PPLX ;10;;N;CARRASCO;Carrasco
-906029;-1338842;-324.166.667; -58.15;-322500;-580900;PPL;11;;N;CASABLANCA;Casa Blanca
-906029;-1338845;-324.166.667; -58.15;-322500;-580900;PPL;11;;V;CASASBLANCAS;Casas Blancas
-906040;-1338857;-338.833.333;-576.666.667;-335300;-574000;PPL;17;;V;CASTILLO;Castillo
-906040;-1338873;-338.833.333;-576.666.667;-335300;-574000;PPL;17;;N;CASTILLOS;Castillos
-906041;-1338874;-341.666.667;-538.333.333;-341000;-535000;PPL;14;;N;CASTILLOS;Castillos
-907947;-1338875;-342.666.667;-539.333.333;-341600;-535600;PPL;14;;V;CASTILLOS;Castillos
-906050;-1338893;-340.333.333; -55.65;-340200;-553900;PPL;7;;N;CASUPA;Casupá
-906069;-1338926; -31.25;-568.333.333;-311500;-565000;PPL;15;;N;CAYETANO;Cayetano
-906074;-1338937;-332.666.667;-537.833.333;-331600;-534700;PPL;14;;N;CEBOLLATI;Cebollatí
-909526;-1338942; -31.35;-566.333.333;-312100;-563800;PPL;15;;V;CEFERINO;Ceferino
-906077;-1338943;-328.833.333;-555.166.667;-325300;-553100;PPL;5;;N;CEIBAL;Ceibal
-908279;-1338999; -31.3;-570.666.667;-311800;-570400;PPL;15;;V;CELESTE;Celeste
-906110;-1339016;-349.052.778;-561.944.444;-345419;-561140;PPLX ;10;;N;CENTRO;Centro
-906113;-1339024; -32.1; -53.75;-320600;-534500;PPL;3;;N;CENTURION;Centurión
-906116;-1339029;-327.666.667;-554.333.333;-324600;-552600;PPL;5;;N;CERREZUELO;Cerrezuelo
-906117;-1339031; -31.5;-547.166.667;-313000;-544300;PPL;13;;N;CERRILLADA;Cerrillada
-906118;-1339032; -31.65;-568.333.333;-313900;-565000;PPL;15;;N;CERRILLADA;Cerrillada
-907383;-1339039;-34.605;-563.563.889;-343618;-562123;PPL;2;;V;CERRILLOS;Cerrillos
-906123;-1339042;-348.666.667;-561.666.667;-345200;-561000;PPLX ;10;;N;CERRITO;Cerrito
-906136;-1339070;-333.333.333; -57.95;-332000;-575700;PPL;17;;N;CERROALEGRE;Cerro Alegre
-908280;-1339071;-318.833.333; -56.0;-315300;-560000;PPL;18;;V;CERROBATOVI;Cerro Batoví
-906137;-1339072;-309.333.333;-554.833.333;-305600;-552900;PPL;13;;N;CERROCAQUEIRA;Cerro Caqueira
-906140;-1339076;-318.833.333;-575.166.667;-315300;-573100;PPL;11;;N;CERROCHATO;Cerro Chato
-906141;-1339078; -33.1;-551.333.333;-330600;-550800;PPL;19;;N;CERROCHATO;Cerro Chato
-908281;-1339077; -32.45;-560.333.333;-322700;-560200;PPL;18;;V;CERROCHATO;Cerro Chato
-906147;-1339088;-338.666.667; -55.55;-335200;-553300;PPL;7;;N;CERROCOLORADO;Cerro Colorado
-906149;-1339091; -32.75; -55.65;-324500;-553900;PPL;5;;N;CERROCONVENTO;Cerro Convento
-906151;-1339094;-340.666.667;-577.166.667;-340400;-574300;PPL;4;;N;CERRODELASARMAS;Cerro de las Armas
-906152;-1339095;-326.166.667; -54.6;-323700;-543600;PPL;10;;N;CERRODELASCUENTAS;Cerro de las Cuentas
-908282;-1339110; -31.7; -56.1;-314200;-560600;PPL;18;;V;CERROPASTOREO;Cerro Pastoreo
-906161;-1339112;-314.666.667;-551.666.667;-312800;-551000;PPL;13;;N;CERROPELADODELESTE;Cerro Pelado del Este
-908690;-1339119;-328.666.667;-559.166.667;-325200;-555500;PPL;5;;V;CERROSANJORGE;Cerro San Jorge
-906164;-1339120;-317.666.667; -54.8;-314600;-544800;PPL;13;;N;CERROSBLANCOS;Cerros Blancos
-906166;-1339123;-341.666.667; -53.85;-341000;-535100;PPL;14;;N;CERROSDELOSROCHAS;Cerros de los Rochas
-906170;-1339130;-331.833.333;-574.666.667;-331100;-572800;PPL;17;;N;CERROVERA;Cerro Vera
-906171;-1339131; -34.85;-560.833.333;-345100;-560500;PPL;10;;N;CHACARITA;Chacarita
-906194;-1339178;-326.166.667;-564.833.333;-323700;-562900;PPL;18;;N;CHAMBERLAIN;Chamberlain
-906196;-1339181;-341.666.667;-566.833.333;-341000;-564100;PPL;16;;N;CHAMIZO;Chamizo
-906197;-1339182; -34.25;-559.333.333;-341500;-555600;PPL;8;;N;CHAMIZO;Chamizo
-906219;-1339230;-316.666.667;-579.166.667;-314000;-575500;PPL;11;;N;CHAPICUY;Chapicuy
-906805;-1339244; -33.2; -53.8;-331200;-534800;PPL;14;;V;CHARQUEADA;Charqueada
-906254;-1339301; -33.55;-556.666.667;-333300;-554000;PPL;7;;N;CHILCAS;Chilcas
-906270;-1339336;-336.833.333; -53.45;-334100;-532700;PPL;14;;N;CHUY;Chuy
-907799;-1339335;-321.666.667;-541.166.667;-321000;-540700;PPL;3;;V;CHUY;Chuy
-906319;-1339357;-344.666.667; -57.85;-342800;-575100;PPL;4;;V;CIUDADDELACOLONIADELSACRAMENTO;Ciudad de la Colonia del Sacramento
-906748;-1339358;-340.955.556;-562.141.667;-340544;-561251;PPL;7;;V;CIUDADDELAFLORIDA;Ciudad de la Florida
-908627;-1339359;-313.833.333;-579.666.667;-312300;-575800;PPL;15;;V;CIUDADDELSALTO;Ciudad del Salto
-907636;-1339360;-323.666.667;-541.833.333;-322200;-541100;PPL;3;;V;CIUDADDEMELO;Ciudad de Melo
-907654;-1339361;-332.558.333;-580.191.667;-331521;-580109;PPL;17;;V;CIUDADDEMERCEDES;Ciudad de Mercedes
-907674;-1339362; -34.37;-55.225;-342212;-551330;PPL;8;;V;CIUDADDEMINAS;Ciudad de Minas
-907764;-1339363;-348.580.556;-561.708.333;-345129;-561015;PPLC ;10;;V;CIUDADDEMONTEVIDEO;Ciudad de Montevideo
-908096;-1339364;-323.213.889;-580.755.556;-321917;-580432;PPL;11;;V;CIUDADDEPAYSANDU;Ciudad de Paysandú
-908564;-1339365;-344.833.333;-543.333.333;-342900;-542000;PPL;14;;V;CIUDADDEROCHA;Ciudad de Rocha
-908703;-1339366;-343.375;-567.136.111;-342015;-564249;PPL;16;;V;CIUDADDESANJOSE;Ciudad de San José
-906280;-1339367;-322.333.333;-557.333.333;-321400;-554400;PPL;18;;N;CLARA;Clara
-906301;-1339396;-338.833.333;-547.166.667;-335300;-544300;PPL;8;;V;COION;Coion
-906296;-1339403;-340.666.667; -57.35;-340400;-572100;PPL;4;;N;COLLA;Colla
-906301;-1339411;-338.833.333;-547.166.667;-335300;-544300;PPL;8;;N;COLON;Colón
-906302;-1339412; -34.8;-562.333.333;-344800;-561400;PPL;10;;N;COLON;Colón
-906319;-1339417;-344.666.667; -57.85;-342800;-575100;PPL;4;;V;COLONIA;Colonia
-906311;-1339426; -34.2;-569.833.333;-341200;-565900;PPL;16;;N;COLONIAAMERICA;Colonia América
-906313;-1339428;-339.833.333; -58.15;-335900;-580900;PPL;4;;N;COLONIAARRUE;Colonia Arrué
-906319;-1339438;-344.666.667; -57.85;-342800;-575100;PPL;4;;N;COLONIADELSACRAMENTO;Colonia del Sacramento
-906322;-1339442;-323.333.333; -57.8;-322000;-574800;PPL;11;;N;COLONIADIECINUEVEDEABRIL;Colonia Diecinueve de Abril
-906323;-1339443;-313.333.333;-578.833.333;-312000;-575300;PPL;15;;N;COLONIADIECIOCHODEJULIO;Colonia Dieciocho de Julio
-906326;-1339446; -34.4;-571.666.667;-342400;-571000;PPL;4;;N;COLONIAESPANOLA;Colonia Española
-906662;-1339447;-323.333.333;-579.333.333;-322000;-575600;PPL;11;;V;COLONIAESPERANZA;Colonia Esperanza
-906327;-1339448;-339.666.667;-582.833.333;-335800;-581700;PPL;4;;N;COLONIAESTRELLA;Colonia Estrella
-906333;-1339456; -33.25;-543.333.333;-331500;-542000;PPL;19;;N;COLONIAJEFFERIES;Colonia Jefferies
-906339;-1339463; -31.1;-570.166.667;-310600;-570100;PPL;15;;N;COLONIALAVALLEJA;Colonia Lavalleja
-907660;-1339466;-340.166.667; -57.65;-340100;-573900;PPL;4;;V;COLONIAMIGUELETE;Colonia Miguelete
9045458;9045458;-348.130.556;-560.447.222;-344847;-560241;PPL;2;;N;COLONIANICOLICH;Colonia Nicolich
-906343;-1339468;-322.833.333; -58.05;-321700;-580300;PPL;11;;N;COLONIANUEVOPAYSANDU;Colonia Nuevo Paysandú
-907897;-1339470;-339.166.667;-577.833.333;-335500;-574700;PPL;4;;V;COLONIAOMBUESDELAVALLE;Colonia Ombúes de Lavalle
-906348;-1339475;-344.166.667;-572.833.333;-342500;-571700;PPL;4;;V;COLONIAPIAMONTESA;Colonia Piamontesa
-907238;-1339474; -34.35; -57.3;-342100;-571800;PPL;4;;V;COLONIAPIAMONTESA;Colonia Piamontesa
-908193;-1339476; -30.5; -56.45;-303000;-562700;PPL;1;;V;COLONIAPINTADO;Colonia Pintado
-906348;-1339481;-344.166.667;-572.833.333;-342500;-571700;PPL;4;;N;COLONIAROSARIO;Colonia Rosario
-906349;-1339482;-331.833.333; -55.7;-331100;-554200;PPL;5;;N;COLONIAROSSELLYRIUS;Colonia Rossell y Rius
-908689;-1339487;-326.833.333;-581.333.333;-324100;-580800;PPL;12;;V;COLONIASANJAVIER;Colonia San Javier
-906352;-1339488;-343.166.667;-572.166.667;-341900;-571300;PPL;4;;N;COLONIASUIZA;Colonia Suiza
-906348;-1339494;-344.166.667;-572.833.333;-342500;-571700;PPL;4;;V;COLONIAVALDENSE;Colonia Valdense
-909647;-1339493;-343.333.333;-572.333.333;-342000;-571400;PPL;4;;V;COLONIAVALDENSE;Colonia Valdense
-906322;-1339495;-323.333.333; -57.8;-322000;-574800;PPL;11;;V;COLONIAbjDEABRIL;Colonia 19 de Abril
-906374;-1339543;-341.522.222;-580.125;-340908;-580045;PPL;4;;N;CONCHILLAS;Conchillas
-908383;-1339556;-348.333.333;-562.333.333;-345000;-561400;PPL;10;;V;CONCILIACION;Conciliación
-908579;-1339557;-343.827.778;-565.416.667;-342258;-563230;PPL;16;;V;CONCORDIA;Concordia
-906383;-1339563;-329.333.333;-571.166.667;-325600;-570700;PPL;12;;N;CONDE;Conde
-906390;-1339572; -32.2; -58.0;-321200;-580000;PPL;11;;N;CONSTANCIA;Constancia
-906393;-1339577;-310.833.333;-578.333.333;-310500;-575000;PPL;15;;N;CONSTITUCION;Constitución
-906393;-1339578;-310.833.333;-578.333.333;-310500;-575000;PPL;15;;V;CONSTITUTION;Constitution
-906399;-1339589; -33.45;-577.333.333;-332700;-574400;PPL;17;;N;COQUIMBO;Coquimbo
-906406;-1339601;-34.905;-561.683.333;-345418;-561006;PPLX ;10;;N;CORDON;Cordón
-906407;-1339603;-319.166.667;-547.333.333;-315500;-544400;PPL;18;;N;CORONILLA;Coronilla
-907185;-1339613;-335.666.667; -53.85;-333400;-535100;PPL;14;;V;CORONILLA;Coronilla
-906433;-1339665;-338.833.333; -56.45;-335300;-562700;PPL;6;;N;CORRALDEPIEDRA;Corral de Piedra
-906437;-1339672;-334.666.667;-546.666.667;-332800;-544000;PPL;8;;N;CORRALES;Corrales
-907680;-1339671;-315.833.333;-554.666.667;-313500;-552800;PPL;13;;V;CORRALES;Corrales
-906453;-1339699;-333.666.667;-536.666.667;-332200;-534000;PPL;14;;N;CORREA;Correa
-906462;-1339718;-317.833.333; -55.15;-314700;-550900;PPL;13;;N;CORTUME;Cortume
-906468;-1339728;-339.333.333;-581.666.667;-335600;-581000;PPL;4;;V;COSTADELASVIBORAS;Costa de las Víboras
-908676;-1339729; -33.95; -56.75;-335700;-564500;PPL;16;;V;COSTADESANGREGORIO;Costa de San Gregorio
-906467;-1339730; -33.85;-568.833.333;-335100;-565300;PPL;6;;N;COSTADESANJOSE;Costa de San José
-908725;-1339731;-336.166.667;-537.166.667;-333700;-534300;PPL;14;;V;COSTADESANLUIS;Costa de San Luis
-906468;-1339732;-339.333.333;-581.666.667;-335600;-581000;PPL;4;;N;COSTADEVIBORAS;Costa de Víboras
-906467;-1339733; -33.85;-568.833.333;-335100;-565300;PPL;6;;V;COSTASDESANJOSE;Costas de San José
-906480;-1339753; -34.25;-566.833.333;-341500;-564100;PPL;16;;N;CRUZDELOSCAMINOS;Cruz de los Caminos
